start_date,end_date,reported_date,country,indicator,adj_value_unemp,adj_rate,unadj_value,unadj_rate,frequency,currency,author
6/1/2009,6/30/2009,NULL,USA,unemp,14707,9.5,15095,9.7,monthly,USD,kshah5@scu.edu
7/1/2009,7/31/2009,NULL,USA,unemp,14601,9.5,15201,9.7,monthly,USD,kshah5@scu.edu
8/1/2009,8/31/2009,NULL,USA,unemp,14814,9.6,14823,9.6,monthly,USD,kshah5@scu.edu
9/1/2009,9/30/2009,NULL,USA,unemp,15009,9.8,14538,9.5,monthly,USD,kshah5@scu.edu
10/1/2009,10/31/2009,NULL,USA,unemp,15352,10,14547,9.5,monthly,USD,kshah5@scu.edu
11/1/2009,11/30/2009,NULL,USA,unemp,15219,9.9,14407,9.4,monthly,USD,kshah5@scu.edu
12/1/2009,12/31/2009,NULL,USA,unemp,15098,9.9,14740,9.7,monthly,USD,kshah5@scu.edu
1/1/2010,1/31/2010,NULL,USA,unemp,15046,9.8,16147,10.6,monthly,USD,kshah5@scu.edu
2/1/2010,2/28/2010,NULL,USA,unemp,15113,9.8,15991,10.4,monthly,USD,kshah5@scu.edu
3/1/2010,3/31/2010,NULL,USA,unemp,15202,9.9,15678,10.2,monthly,USD,kshah5@scu.edu
4/1/2010,4/30/2010,NULL,USA,unemp,15325,9.9,14609,9.5,monthly,USD,kshah5@scu.edu
5/1/2010,5/31/2010,NULL,USA,unemp,14849,9.6,14369,9.3,monthly,USD,kshah5@scu.edu
6/1/2010,6/30/2010,NULL,USA,unemp,14474,9.4,14885,9.6,monthly,USD,kshah5@scu.edu
7/1/2010,7/31/2010,NULL,USA,unemp,14512,9.4,15137,9.7,monthly,USD,kshah5@scu.edu
8/1/2010,8/31/2010,NULL,USA,unemp,14648,9.5,14759,9.5,monthly,USD,kshah5@scu.edu
9/1/2010,9/30/2010,NULL,USA,unemp,14579,9.5,14140,9.2,monthly,USD,kshah5@scu.edu
10/1/2010,10/31/2010,NULL,USA,unemp,14516,9.4,13903,9,monthly,USD,kshah5@scu.edu
11/1/2010,11/30/2010,NULL,USA,unemp,15081,9.8,14282,9.3,monthly,USD,kshah5@scu.edu
12/1/2010,12/31/2010,NULL,USA,unemp,14348,9.3,13997,9.1,monthly,USD,kshah5@scu.edu
1/1/2011,1/31/2011,NULL,USA,unemp,14013,9.1,14937,9.8,monthly,USD,kshah5@scu.edu
2/1/2011,2/28/2011,NULL,USA,unemp,13820,9,14542,9.5,monthly,USD,kshah5@scu.edu
3/1/2011,3/31/2011,NULL,USA,unemp,13737,9,14060,9.2,monthly,USD,kshah5@scu.edu
4/1/2011,4/30/2011,NULL,USA,unemp,13957,9.1,13237,8.7,monthly,USD,kshah5@scu.edu
5/1/2011,5/31/2011,NULL,USA,unemp,13855,9,13421,8.7,monthly,USD,kshah5@scu.edu
6/1/2011,6/30/2011,NULL,USA,unemp,13962,9.1,14409,9.3,monthly,USD,kshah5@scu.edu
7/1/2011,7/31/2011,NULL,USA,unemp,13763,9,14428,9.3,monthly,USD,kshah5@scu.edu
8/1/2011,8/31/2011,NULL,USA,unemp,13818,9,14008,9.1,monthly,USD,kshah5@scu.edu
9/1/2011,9/30/2011,NULL,USA,unemp,13948,9,13520,8.8,monthly,USD,kshah5@scu.edu
10/1/2011,10/31/2011,NULL,USA,unemp,13594,8.8,13102,8.5,monthly,USD,kshah5@scu.edu
11/1/2011,11/30/2011,NULL,USA,unemp,13302,8.6,12613,8.2,monthly,USD,kshah5@scu.edu
12/1/2011,12/31/2011,NULL,USA,unemp,13093,8.5,12692,8.3,monthly,USD,kshah5@scu.edu
1/1/2012,1/31/2012,NULL,USA,unemp,12797,8.3,13541,8.8,monthly,USD,kshah5@scu.edu
2/1/2012,2/28/2012,NULL,USA,unemp,12813,8.3,13430,8.7,monthly,USD,kshah5@scu.edu
3/1/2012,3/31/2012,NULL,USA,unemp,12713,8.2,12904,8.4,monthly,USD,kshah5@scu.edu
4/1/2012,4/30/2012,NULL,USA,unemp,12646,8.2,11910,7.7,monthly,USD,kshah5@scu.edu
5/1/2012,5/31/2012,NULL,USA,unemp,12660,8.2,12271,7.9,monthly,USD,kshah5@scu.edu
6/1/2012,6/30/2012,NULL,USA,unemp,12692,8.2,13184,8.4,monthly,USD,kshah5@scu.edu
7/1/2012,7/31/2012,NULL,USA,unemp,12656,8.2,13400,8.6,monthly,USD,kshah5@scu.edu
8/1/2012,8/31/2012,NULL,USA,unemp,12471,8.1,12696,8.2,monthly,USD,kshah5@scu.edu
9/1/2012,9/30/2012,NULL,USA,unemp,12115,7.8,11742,7.6,monthly,USD,kshah5@scu.edu
10/1/2012,10/31/2012,NULL,USA,unemp,12124,7.8,11741,7.5,monthly,USD,kshah5@scu.edu
11/1/2012,11/30/2012,NULL,USA,unemp,12005,7.7,11404,7.4,monthly,USD,kshah5@scu.edu
12/1/2012,12/31/2012,NULL,USA,unemp,12298,7.9,11844,7.6,monthly,USD,kshah5@scu.edu
1/1/2013,1/31/2013,NULL,USA,unemp,12471,8,13181,8.5,monthly,USD,kshah5@scu.edu
2/1/2013,2/28/2013,NULL,USA,unemp,11950,7.7,12500,8.1,monthly,USD,kshah5@scu.edu
3/1/2013,3/31/2013,NULL,USA,unemp,11689,7.5,11815,7.6,monthly,USD,kshah5@scu.edu
4/1/2013,4/30/2013,NULL,USA,unemp,11760,7.6,11014,7.1,monthly,USD,kshah5@scu.edu
5/1/2013,5/31/2013,NULL,USA,unemp,11654,7.5,11302,7.3,monthly,USD,kshah5@scu.edu
6/1/2013,6/30/2013,NULL,USA,unemp,11751,7.5,12248,7.8,monthly,USD,kshah5@scu.edu
7/1/2013,7/31/2013,NULL,USA,unemp,11335,7.3,12083,7.7,monthly,USD,kshah5@scu.edu
8/1/2013,8/31/2013,NULL,USA,unemp,11279,7.2,11462,7.3,monthly,USD,kshah5@scu.edu
9/1/2013,9/30/2013,NULL,USA,unemp,11270,7.2,10885,7,monthly,USD,kshah5@scu.edu
10/1/2013,10/31/2013,NULL,USA,unemp,11136,7.2,10773,7,monthly,USD,kshah5@scu.edu
11/1/2013,11/30/2013,NULL,USA,unemp,10787,6.9,10271,6.6,monthly,USD,kshah5@scu.edu
12/1/2013,12/31/2013,NULL,USA,unemp,10404,6.7,9984,6.5,monthly,USD,kshah5@scu.edu
1/1/2014,1/31/2014,NULL,USA,unemp,10202,6.6,10855,7,monthly,USD,kshah5@scu.edu
2/1/2014,2/28/2014,NULL,USA,unemp,10349,6.7,10893,7,monthly,USD,kshah5@scu.edu
3/1/2014,3/31/2014,NULL,USA,unemp,10380,6.7,10537,6.8,monthly,USD,kshah5@scu.edu
4/1/2014,4/30/2014,NULL,USA,unemp,9702,6.2,9079,5.9,monthly,USD,kshah5@scu.edu
5/1/2014,5/31/2014,NULL,USA,unemp,9859,6.3,9443,6.1,monthly,USD,kshah5@scu.edu
6/1/2014,6/30/2014,NULL,USA,unemp,9460,6.1,9893,6.3,monthly,USD,kshah5@scu.edu
7/1/2014,7/31/2014,NULL,USA,unemp,9608,6.2,10307,6.5,monthly,USD,kshah5@scu.edu
8/1/2014,8/31/2014,NULL,USA,unemp,9599,6.1,9787,6.3,monthly,USD,kshah5@scu.edu
9/1/2014,9/30/2014,NULL,USA,unemp,9262,5.9,8962,5.7,monthly,USD,kshah5@scu.edu
10/1/2014,10/31/2014,NULL,USA,unemp,8990,5.7,8680,5.5,monthly,USD,kshah5@scu.edu
11/1/2014,11/30/2014,NULL,USA,unemp,9090,5.8,8630,5.5,monthly,USD,kshah5@scu.edu
12/1/2014,12/31/2014,NULL,USA,unemp,8717,5.6,8331,5.4,monthly,USD,kshah5@scu.edu
1/1/2015,1/31/2015,NULL,USA,unemp,8885,5.7,9498,6.1,monthly,USD,kshah5@scu.edu
2/1/2015,2/28/2015,NULL,USA,unemp,8599,5.5,9095,5.8,monthly,USD,kshah5@scu.edu
3/1/2015,3/31/2015,NULL,USA,unemp,8515,5.4,8682,5.6,monthly,USD,kshah5@scu.edu
4/1/2015,4/30/2015,NULL,USA,unemp,8550,5.4,7966,5.1,monthly,USD,kshah5@scu.edu
5/1/2015,5/31/2015,NULL,USA,unemp,8834,5.6,8370,5.3,monthly,USD,kshah5@scu.edu
6/1/2015,6/30/2015,NULL,USA,unemp,8247,5.3,8638,5.5,monthly,USD,kshah5@scu.edu
7/1/2015,7/31/2015,NULL,USA,unemp,8167,5.2,8805,5.6,monthly,USD,kshah5@scu.edu
8/1/2015,8/31/2015,NULL,USA,unemp,7992,5.1,8162,5.2,monthly,USD,kshah5@scu.edu
9/1/2015,9/30/2015,NULL,USA,unemp,7907,5,7628,4.9,monthly,USD,kshah5@scu.edu
10/1/2015,10/31/2015,NULL,USA,unemp,7922,5,7597,4.8,monthly,USD,kshah5@scu.edu
11/1/2015,11/30/2015,NULL,USA,unemp,8000,5.1,7573,4.8,monthly,USD,kshah5@scu.edu
12/1/2015,12/31/2015,NULL,USA,unemp,7907,5,7542,4.8,monthly,USD,kshah5@scu.edu
1/1/2016,1/31/2016,NULL,USA,unemp,7721,4.9,8309,5.3,monthly,USD,kshah5@scu.edu
2/1/2016,2/28/2016,NULL,USA,unemp,7746,4.9,8219,5.2,monthly,USD,kshah5@scu.edu
3/1/2016,3/31/2016,NULL,USA,unemp,7945,5,8116,5.1,monthly,USD,kshah5@scu.edu
4/1/2016,4/30/2016,NULL,USA,unemp,7975,5,7413,4.7,monthly,USD,kshah5@scu.edu
5/1/2016,5/31/2016,NULL,USA,unemp,7668,4.8,7207,4.5,monthly,USD,kshah5@scu.edu
6/1/2016,6/30/2016,NULL,USA,unemp,7786,4.9,8144,5.1,monthly,USD,kshah5@scu.edu
7/1/2016,7/31/2016,NULL,USA,unemp,7658,4.8,8267,5.1,monthly,USD,kshah5@scu.edu
8/1/2016,8/31/2016,NULL,USA,unemp,7809,4.9,7996,5,monthly,USD,kshah5@scu.edu
9/1/2016,9/30/2016,NULL,USA,unemp,7967,5,7658,4.8,monthly,USD,kshah5@scu.edu
10/1/2016,10/31/2016,NULL,USA,unemp,7827,4.9,7447,4.7,monthly,USD,kshah5@scu.edu
11/1/2016,11/30/2016,NULL,USA,unemp,7488,4.7,7066,4.4,monthly,USD,kshah5@scu.edu
12/1/2016,12/31/2016,NULL,USA,unemp,7495,4.7,7170,4.5,monthly,USD,kshah5@scu.edu
1/1/2017,1/31/2017,NULL,USA,unemp,7518,4.7,8149,5.1,monthly,USD,kshah5@scu.edu
2/1/2017,2/28/2017,NULL,USA,unemp,7399,4.6,7887,4.9,monthly,USD,kshah5@scu.edu
3/1/2017,3/31/2017,NULL,USA,unemp,7088,4.4,7284,4.6,monthly,USD,kshah5@scu.edu
4/1/2017,4/30/2017,NULL,USA,unemp,7085,4.4,6555,4.1,monthly,USD,kshah5@scu.edu
5/1/2017,5/31/2017,NULL,USA,unemp,7059,4.4,6572,4.1,monthly,USD,kshah5@scu.edu
6/1/2017,6/30/2017,NULL,USA,unemp,6933,4.3,7250,4.5,monthly,USD,kshah5@scu.edu
7/1/2017,7/31/2017,NULL,USA,unemp,6867,4.3,7441,4.6,monthly,USD,kshah5@scu.edu
8/1/2017,8/31/2017,NULL,USA,unemp,7097,4.4,7287,4.5,monthly,USD,kshah5@scu.edu
9/1/2017,9/30/2017,NULL,USA,unemp,6841,4.2,6556,4.1,monthly,USD,kshah5@scu.edu
10/1/2017,10/31/2017,NULL,USA,unemp,6599,4.1,6242,3.9,monthly,USD,kshah5@scu.edu
11/1/2017,11/30/2017,NULL,USA,unemp,6697,4.2,6286,3.9,monthly,USD,kshah5@scu.edu
12/1/2017,12/31/2017,NULL,USA,unemp,6561,4.1,6278,3.9,monthly,USD,kshah5@scu.edu
1/1/2018,1/31/2018,NULL,USA,unemp,6582,4.1,7189,4.5,monthly,USD,kshah5@scu.edu
2/1/2018,2/28/2018,NULL,USA,unemp,6641,4.1,7091,4.4,monthly,USD,kshah5@scu.edu
3/1/2018,3/31/2018,NULL,USA,unemp,6493,4,6671,4.1,monthly,USD,kshah5@scu.edu
4/1/2018,4/30/2018,NULL,USA,unemp,6418,4,5932,3.7,monthly,USD,kshah5@scu.edu
5/1/2018,5/31/2018,NULL,USA,unemp,6209,3.8,5756,3.6,monthly,USD,kshah5@scu.edu
6/1/2018,6/30/2018,NULL,USA,unemp,6519,4,6812,4.2,monthly,USD,kshah5@scu.edu
7/1/2018,7/31/2018,NULL,USA,unemp,6180,3.8,6730,4.1,monthly,USD,kshah5@scu.edu
8/1/2018,8/31/2018,NULL,USA,unemp,6167,3.8,6370,3.9,monthly,USD,kshah5@scu.edu
9/1/2018,9/30/2018,NULL,USA,unemp,6045,3.7,5766,3.6,monthly,USD,kshah5@scu.edu
10/1/2018,10/31/2018,NULL,USA,unemp,6123,3.8,5771,3.5,monthly,USD,kshah5@scu.edu
11/1/2018,11/30/2018,NULL,USA,unemp,6034,3.7,5650,3.5,monthly,USD,kshah5@scu.edu
12/1/2018,12/31/2018,NULL,USA,unemp,6286,3.9,6029,3.7,monthly,USD,kshah5@scu.edu
1/1/2019,1/31/2019,NULL,USA,unemp,6516,4,7140,4.4,monthly,USD,kshah5@scu.edu
2/1/2019,2/28/2019,NULL,USA,unemp,6181,3.8,6625,4.1,monthly,USD,kshah5@scu.edu
3/1/2019,3/31/2019,NULL,USA,unemp,6194,3.8,6382,3.9,monthly,USD,kshah5@scu.edu
4/1/2019,4/30/2019,NULL,USA,unemp,5850,3.6,5387,3.3,monthly,USD,kshah5@scu.edu
5/1/2019,5/31/2019,NULL,USA,unemp,5938,3.6,5503,3.4,monthly,USD,kshah5@scu.edu
6/1/2019,6/30/2019,NULL,USA,unemp,5985,3.7,6292,3.8,monthly,USD,kshah5@scu.edu
7/1/2019,7/31/2019,NULL,USA,unemp,6027,3.7,6556,4,monthly,USD,kshah5@scu.edu
8/1/2019,8/31/2019,NULL,USA,unemp,5999,3.7,6203,3.8,monthly,USD,kshah5@scu.edu
9/1/2019,9/30/2019,NULL,USA,unemp,5753,3.5,5465,3.3,monthly,USD,kshah5@scu.edu
10/1/2019,10/31/2019,NULL,USA,unemp,5857,3.6,5510,3.3,monthly,USD,kshah5@scu.edu
11/1/2019,11/30/2019,NULL,USA,unemp,5811,3.5,5441,3.3,monthly,USD,kshah5@scu.edu
12/1/2019,12/31/2019,NULL,USA,unemp,5753,3.5,5503,3.4,monthly,USD,kshah5@scu.edu
1/1/2020,1/31/2020,NULL,USA,unemp,5892,3.6,6504,4,monthly,USD,kshah5@scu.edu
2/1/2020,2/28/2020,NULL,USA,unemp,5787,3.5,6218,3.8,monthly,USD,kshah5@scu.edu
3/1/2020,3/31/2020,NULL,USA,unemp,7140,4.4,7370,4.5,monthly,USD,kshah5@scu.edu
4/1/2020,4/30/2020,NULL,USA,unemp,23078,14.7,22504,14.4,monthly,USD,kshah5@scu.edu
